Date,Maximum_Temp,Minimum_temp,Relative Humidity_AVG,Rain fall_mm,Wind velocity_km/hr,Sunshine_hr
5/25/2019,34,23,69,0.00,4.14,9.7
5/26/2019,35.5,23,60,0.00,3.27,10.4
5/27/2019,35.5,23,61,0.00,3.49,9.5
5/28/2019,37.5,25,61.5,0.00,1.66,10.3
5/29/2019,36,23.5,71.5,0.10,3.04,8.6
5/30/2019,34.5,24.5,71.5,23.00,2.2,4.3
5/31/2019,34,29,69,0.00,5.27,9.5
6/1/2019,35,29.2,61,0.00,4.23,9.2
6/2/2019,36,29.2,59,0.00,3.39,7.6
6/3/2019,36,29.8,58.5,0.00,4.04,8.4
6/4/2019,35.5,24,63,0.00,2.98,5.7
6/5/2019,34.5,24,63.5,2.80,2.18,8.1
6/6/2019,36,24,73.5,13.10,2.09,4.3
6/7/2019,33,24,92,15.60,1.86,2.1
6/8/2019,33.5,23.5,70,0.00,3.62,3.4
6/9/2019,33.5,24.5,66.5,2.10,5.72,8.4
6/10/2019,33.5,24,70.5,0.60,3.75,5.4
6/11/2019,35,24,62,0.00,3.37,8.9
6/12/2019,33.5,24,65,0.00,7.28,3.9
6/13/2019,33.5,24.5,60,0.00,5.15,6.7
6/14/2019,35,23,78.5,0.70,2.32,6.8
6/15/2019,35.5,24,73.5,0.00,4.69,9.3
6/16/2019,36,25,64,0.00,3.55,9.8
6/17/2019,35,25,69.5,0.00,3.89,5.3
6/18/2019,37,24.5,64,0.00,4.05,9.6
6/19/2019,35,25.5,58.5,0.00,4.3,8.7
6/20/2019,34.5,24,62,4.40,6.54,5.8
6/21/2019,32,23,83.5,2.80,6.94,1.4
6/22/2019,33,25,71,1.40,7.81,5.7
6/23/2019,34.5,24.5,68.5,0.00,5.13,6.8
6/24/2019,35,24,64.5,0.00,2.9,6.8
6/25/2019,35,23.5,65.5,0.00,2.36,4.4
6/26/2019,36,23,62,0.00,3.36,7.7
6/27/2019,36.5,23,53.5,0.00,4.03,9.8
6/28/2019,36,22.5,55.5,0.00,3.64,9.7
6/29/2019,36.5,22.5,54,0.00,3.92,9.8
6/30/2019,35,22.5,59,0.00,4.68,6.8
7/1/2019,35,24,58.5,0.00,3.39,5.2
7/2/2019,35.5,23,62.5,0.00,4.33,6.4
7/3/2019,34,23,60.5,0.00,3.9,4.7
7/4/2019,35.5,23,59.5,0.00,5.53,10
7/5/2019,34.5,23,65,0.00,4.17,7.6
7/6/2019,35.5,22,64.5,0.00,2.83,8.3
7/7/2019,37.5,22.5,63.5,0.00,4.01,8.7
7/8/2019,37.5,23.5,58,0.00,4.15,9.4
7/9/2019,33.5,23,58,0.40,5.12,7.2
7/10/2019,37,23.5,62,0.00,3.46,9
7/11/2019,37.5,22,55,0.00,2.9,7.9
7/12/2019,36,24.5,67,1.50,3.1,6.7
7/13/2019,35,22,66,0.00,3.79,8.6
7/14/2019,35,22,60,0.00,2.67,7.2
7/15/2019,36,25,61,0.00,4.06,9
7/16/2019,37,24,55,0.00,4.11,9.8
7/17/2019,35,25,74,0.00,5.35,2.4
7/18/2019,32,24,77.5,7.00,6.6,2.6
7/19/2019,32,23.5,65,0.00,9.78,5.4
7/20/2019,32,24,67.5,0.00,9.27,1.3
7/21/2019,33.5,24,68.5,11.00,5.75,4.2
7/22/2019,30.5,23.5,71.5,0.00,6.37,0
7/23/2019,34.5,24,69.5,0.00,7.69,8.5
7/24/2019,34.5,22,67,0.00,3.89,9.8
7/25/2019,34.5,23,66.5,0.00,3.98,7.7
7/26/2019,36,21.5,55,0.00,3.2,10.4
7/27/2019,36.5,21,56,0.00,2.9,9.9
7/28/2019,36,22,57.5,0.00,3.88,9.4
7/29/2019,36.5,21.5,57,0.00,3.36,9.5
7/30/2019,37.5,22,57,0.00,3.53,10
7/31/2019,37.5,23,59,0.00,3.71,9.1
8/1/2019,34.5,24.5,63,0.00,4.48,8.4
8/2/2019,35,23.5,65,0.00,5.36,5.7
8/3/2019,36,23.5,60,0.00,6.21,10
8/4/2019,34.5,24,60,0.00,6.13,5.5
8/5/2019,35.5,25,57.5,1.30,7.23,8.7
8/6/2019,32,25,73.5,3.00,5.48,3
8/7/2019,33,23,67.5,11.90,6.31,6
8/8/2019,31.5,22,77.5,3.80,2.74,1.1
8/9/2019,33,23,81,3.50,3.22,1.9
8/10/2019,32.5,24,77.5,12.70,7.35,3.4
8/11/2019,32,24,67,0.00,9.65,2.5
8/12/2019,32,23.5,59.5,0.00,7.81,2.9
8/13/2019,33.5,24,73,10.50,5.44,2.5
8/14/2019,33,24,71.5,6.90,6.93,3.1
8/15/2019,33,25,68,0.00,5.58,5.1
8/16/2019,32,23.5,73,0.00,4.26,0.6
8/17/2019,31.5,23.5,72,0.20,1.9,0.9
8/18/2019,33.5,22.5,71.5,0.60,3.86,6.7
8/19/2019,34.5,22.5,66,0.00,2.41,9.9
8/20/2019,34.5,23,65.5,0.00,6.46,10.1
8/21/2019,33,23.5,74,0.00,3.97,3.8
8/22/2019,30,22.5,80.5,15.30,2.45,1.7
8/23/2019,29,22.5,84.5,7.90,1.21,0.2
8/24/2019,31.5,23.5,78.5,13.00,2.53,2
8/25/2019,31,22.5,75,6.70,2.58,0.8
8/26/2019,31,23,78,0.40,1.41,0.3
8/27/2019,33.5,23,66,0.00,2.51,5.9
8/28/2019,33,23,68.5,0.00,2.28,4.8
8/29/2019,33.5,22.5,69,17.20,2.97,5.6
8/30/2019,33,23,74.5,0.00,3.22,4.4
8/31/2019,32,23,68.5,10.50,4.14,7.5
9/1/2019,28,23.5,90,24.40,1.35,0
9/2/2019,33,24,80.5,0.00,3.83,4.2
9/3/2019,33,23.5,67.5,0.00,4.51,9.9
9/4/2019,33,23.5,70.5,1.00,4.84,9.1
9/5/2019,33.5,23,76.5,5.50,2.15,7.4
9/6/2019,34,22.5,75.5,2.80,2.24,7.5
9/7/2019,34.5,24.5,57.5,0.00,6.24,8.3
9/8/2019,35,24,55.5,0.00,9.29,8.7
9/9/2019,35.5,23,58,0.00,5.52,7.2
9/10/2019,36,23,61,0.00,4.05,8.8
9/11/2019,34.5,23,66,5.90,2.38,6.3
9/12/2019,33,23,69.5,3.50,1.44,2.2
9/13/2019,33.5,22,68,0.00,2.27,5.1
9/14/2019,31.5,24,72,0.40,3.6,3.9
9/15/2019,29,23,86,12.10,2.02,0
9/16/2019,30,23,84.5,4.80,1.3,0.2
9/17/2019,30,22,87,5.20,1.47,4.3
9/18/2019,32,23,75.5,3.30,2.65,0.3
9/19/2019,31.5,23,81.5,9.30,1.66,2.2
9/20/2019,31.5,22.5,84.5,4.10,1.5,1.2
9/21/2019,32.5,23,76.5,10.00,4.48,5.5
9/22/2019,32,24,83,3.00,1.86,2.1
9/23/2019,31,24,84.5,0.30,1.85,0.4
9/24/2019,30,23,76,5.50,1.25,0.1
9/25/2019,30.5,21.5,80.5,15.10,1.7,0.7
9/26/2019,32,22,73,0.00,0.88,3.8
9/27/2019,32,22,79.5,0.50,1,1.7
9/28/2019,30,23,92,20.50,0.75,1.5
9/29/2019,33,22,85,0.00,1.12,4.1
9/30/2019,32.5,21.5,69,0.00,2.12,9.5
10/1/2019,34,22,70,12.60,1.78,8.4
10/2/2019,34,22,89.5,4.30,1.01,4.1
10/3/2019,33,21.5,86.5,11.10,1.2,4.3
10/4/2019,35,22.5,85,18.80,1.24,6.7
10/5/2019,32.5,22,78.5,0.20,1.44,4.3
10/6/2019,32,21,82,1.70,1.38,2.8
10/7/2019,33.5,22.5,80,4.80,1.1,6
10/8/2019,34.5,22.5,84.5,11.60,1.39,5.9
10/9/2019,34,22,79,17.80,1.46,6.1
10/10/2019,31,22,83.5,0.00,1.57,1.2
10/11/2019,31.5,21.5,86.5,9.50,1.49,2.4
10/12/2019,34.5,22,85,7.50,1.39,7.1
10/13/2019,34.5,22,76.5,51.40,1.64,7.7
10/14/2019,35,22.5,79,18.00,1.6,7.8
10/15/2019,33,23,74.5,10.70,1.67,6.4
10/16/2019,31.5,21.5,92,9.50,0.77,2.7
10/17/2019,33.5,23.5,68,0.00,1.86,7.7
10/18/2019,33,22.5,85,6.90,1.08,6.5
10/19/2019,31.5,22.5,83,16.60,1.01,3.5
10/20/2019,30,22.5,90.5,17.00,0.91,0.8
10/21/2019,32.5,22.5,79,26.20,1.69,3.5
10/22/2019,31,23,84.5,0.00,2.08,1.4
10/23/2019,34.5,23.5,71.5,0.00,1.43,7
10/24/2019,31.5,22.5,81,0.50,2.4,0.6
10/25/2019,33,23,80.5,4.30,1.47,2.9
10/26/2019,27.5,23,90,0.50,0.16,0
10/27/2019,30,23,81.5,8.40,0.63,0.4
10/28/2019,30,23,87,30.00,0.99,1
10/29/2019,26.5,22.5,94,45.70,0.68,0
10/30/2019,29.5,22.5,90,0.40,0.97,0.8
10/31/2019,31.5,22.5,73.5,0.00,1.4,3.2
11/1/2019,33.5,22,84.5,0.00,1.13,7
11/2/2019,33,22,90,8.00,1.25,3.9
11/3/2019,34,21.5,84.5,3.00,0.8,4.4
11/4/2019,34.5,23,78.5,0.40,1.36,5.8
11/5/2019,34,22,88.5,24.50,1.4,6.2
11/6/2019,34.5,22,70,0.00,1.46,6.8
11/7/2019,34.5,22.5,73,12.50,1.4,7.8
11/8/2019,34,22.5,78,20.00,1.9,7.6
11/9/2019,33,22.5,85,2.70,2.12,3.8
11/10/2019,32,23,83.5,7.50,0.43,5
11/11/2019,34.5,23.5,90.5,22.30,1.26,6.5
11/12/2019,34.5,22,74.5,8.70,1.22,6.8
11/13/2019,34,21.5,75.5,0.00,1.35,8.2
11/14/2019,34,22.5,66.5,0.00,1.3,9.4
11/15/2019,33,22.5,83,12.00,1.07,6.2
11/16/2019,34.5,22,71,0.00,1.55,8.9
11/17/2019,35.5,22.5,69,2.40,1.25,8.6
11/18/2019,35,23,76.5,1.20,1.34,7.2
11/19/2019,33,23,76,0.00,1.42,6.2
11/20/2019,34.5,21,73.5,0.00,1.82,9
11/21/2019,34,23,65.5,0.40,1.9,10
11/22/2019,34,22,80,1.50,2.1,6.6
11/23/2019,35,23.5,81.5,2.60,1.61,7.7
11/24/2019,30.5,23,87,10.60,1.19,1
11/25/2019,30.5,22.5,84.5,2.60,1.46,2.1
11/26/2019,32,21.5,73,0.00,2.25,5.1
11/27/2019,34,23,70,3.70,2.88,8.2
11/28/2019,33.5,23.5,71.5,3.90,2.09,4.2
11/29/2019,34.5,23.5,84.5,1.20,0.95,5.1
11/30/2019,32,22.5,80.5,85.00,2.33,4.2
12/1/2019,33,22.5,81.5,0.00,1,3.4
12/2/2019,33.5,23,86,24.50,1.06,5.4
12/3/2019,32.5,23,79.5,0.00,2.53,3.1
12/4/2019,27.5,23,92,45.30,0.49,0.1
12/5/2019,30.5,22.5,90,1.50,1.11,2
12/6/2019,32.5,22,68,1.80,2.75,6.3
12/7/2019,27,21,90,8.50,0.83,0.1
12/8/2019,32.5,23,75.5,0.00,1.37,7.1
12/9/2019,31,22,76.5,0.00,1.01,0.6
12/10/2019,34,23,77.5,0.00,1.47,6.5
12/11/2019,32.5,22,78.5,0.00,1.43,5.3
12/12/2019,33.5,21.5,74,0.00,1.02,6.3
12/13/2019,33.5,21.5,69,0.30,1.85,7.8
12/14/2019,33,22,73,0.00,2.77,6.2
12/15/2019,31,21.5,74.5,0.00,2.19,5.3
12/16/2019,33.5,21,74,0.00,1.08,4.7
12/17/2019,31.5,23,77,0.80,2.44,3.9
12/18/2019,29.5,23,87,17.00,1.85,0.3
12/19/2019,30,23,88.5,16.40,1.65,2.8
12/20/2019,27,22,96,20.30,0.12,0
12/21/2019,33,22,75,0.00,1.29,6.5
12/22/2019,32.5,23,79.5,0.00,1.04,3.3
12/23/2019,34,22,69.5,4.30,1.42,8.6
12/24/2019,34,21.5,66.5,0.00,1.62,8.7
12/25/2019,34,21.5,77,0.00,1.73,8.1
12/26/2019,32,21.5,81,0.00,0.83,5.8
12/27/2019,34,20,68.5,0.00,0.37,9.6
12/28/2019,34.5,21,67,0.00,1.95,9.1
12/29/2019,33.5,20,67,0.00,1.35,9.5
12/30/2019,34,21,70.5,0.00,1.65,9
12/31/2019,35,22,69.5,1.10,1.35,9.1
1/1/2020,34,22,70,0.00,1.55,9
1/2/2020,34,22,84.5,4.00,1.36,4.1
1/3/2020,34.5,21.5,72,0.00,2.16,8.2
1/4/2020,34.5,22,69,0.00,1.56,8.9
1/5/2020,34.5,20,65,0.00,1.83,9.2
1/6/2020,34.5,20.5,66,0.00,3.8,10.1
1/7/2020,34,22,63.5,0.00,3.11,9.9
1/8/2020,34,20.5,70.5,0.00,2.02,7.2
1/9/2020,35,21,69.5,0.00,1.34,8.5
1/10/2020,33.5,19,68.5,0.00,1.62,8.3
1/11/2020,34.5,22.5,66.5,0.00,2.33,5.4
1/12/2020,33,21,69.5,0.00,2.3,6.4
1/13/2020,33,20,77.5,0.60,1.28,4.3
1/14/2020,33.5,18,71,0.00,1.35,8
1/15/2020,34,19,70.5,0.00,1.53,8.6
1/16/2020,36,21.5,59,0.00,1.35,8.6
1/17/2020,33.5,22,74,0.00,1.46,7.8
1/18/2020,35,21.5,67,0.00,2,6.2
1/19/2020,35,22.5,64,0.00,2.55,9.6
1/20/2020,35,22,58.5,0.00,2.33,8.9
1/21/2020,35,23.5,65.5,0.00,3.04,9.7
1/22/2020,30.5,23.5,84.5,13.10,1.98,0.4
1/23/2020,35.5,23.5,69,0.00,4.5,9
1/24/2020,34,20.5,63.5,0.00,3.94,9.2
1/25/2020,34.5,22.5,63.5,0.00,2.2,10.2
1/26/2020,35,20.5,62.5,0.00,1.89,9.7
1/27/2020,34.5,17.5,63.5,0.00,1.39,8.8
1/28/2020,35,18,63.5,0.00,1.39,9.1
1/29/2020,34.5,18,65,0.00,1.51,8.7
1/30/2020,35.5,18.5,70.5,0.00,1.58,10
1/31/2020,34.5,18,64.5,0.00,2.79,9.9
2/1/2020,34,19,64.5,0.00,2.16,9.6
2/2/2020,35,19,66,0.00,2.06,9.1
2/3/2020,35.5,21,64.5,0.00,1.23,8
2/4/2020,35.5,20.5,65,0.00,1.47,7.6
2/5/2020,35,22,69.5,0.00,1.75,6.6
2/6/2020,36.5,22,58.5,0.00,1.65,8.3
2/7/2020,35,20.5,67,1.30,1.53,5.6
2/8/2020,35,19.5,65,0.00,2.02,8.5
2/9/2020,37,19,61,0.00,1.68,9.8
2/10/2020,35,21,59,0.00,4.35,9.3
2/11/2020,34.5,23.5,59,0.00,5.1,10.2
2/12/2020,34,22,62,3.90,4.81,6.8
2/13/2020,35.5,23,62.5,0.00,3.15,7
2/14/2020,34,23,74.5,0.00,1.79,1.2
2/15/2020,37,22.5,63.5,2.70,1.5,7
2/16/2020,36.5,21,58,0.00,1.77,9.2
2/17/2020,36.5,19.5,61,0.00,2.3,10.2
2/18/2020,35.5,18,51,0.00,1.99,10.6
2/19/2020,35.5,19.5,59,0.00,2.02,10.2
2/20/2020,35,19.5,58,0.00,5.85,10.5
2/21/2020,35.5,20,57.5,0.00,4.85,9
2/22/2020,33.5,21,71.5,0.00,3.87,6.1
2/23/2020,35,20,62,0.00,3.41,7.7
2/24/2020,36,22,62,0.00,3.26,10.8
2/25/2020,36.5,22,64.5,0.00,2.47,9.4
2/26/2020,36.5,21.5,61.5,0.00,2.7,9.9
2/27/2020,36.5,22,64.5,0.00,2.99,9.9
2/28/2020,35.5,21.5,64,0.00,3.23,9.7
2/29/2020,37,21,64.5,0.00,1.88,8.7
3/1/2020,37,22.5,64.5,0.00,1.94,7.8
3/2/2020,37,22.5,70,0.00,2.19,6.3
3/3/2020,38,24,70,0.00,2.52,8.8
3/4/2020,37.5,24,69,0.00,2,8.6
3/5/2020,36,24,73.5,0.00,1.93,6.3
3/6/2020,36.5,22.5,72.5,0.00,2.45,6.7
3/7/2020,37.5,21.5,66.5,0.00,2.26,9.4
3/8/2020,38.5,23,64.5,0.00,2.32,9.8
3/9/2020,39,22,62,0.00,2.7,9.8
3/10/2020,38.5,24,60,0.00,2.6,9.7
3/11/2020,38,23.5,59,0.00,2.4,10.4
3/12/2020,38.5,21,56,0.00,2.2,9.4
3/13/2020,37.5,21,59.5,0.00,2.5,9.8
3/14/2020,38.5,22,62,0.00,2.4,9.7
3/15/2020,38,22,62.5,0.00,2.1,9.5
3/16/2020,39,23,66,0.00,2.7,8.3
3/17/2020,35,23.5,70.5,0.60,2.1,2.3
3/18/2020,37,24,65.5,0.00,2.8,5
3/19/2020,37.5,22.5,56,0.00,2.5,8.4
3/20/2020,39,22,67.5,0.00,2.3,7.7
3/21/2020,37.5,21.5,64,0.00,2.4,9.6
3/22/2020,38,23,67.5,0.00,2.66,9.6
3/23/2020,38,21.5,67.5,0.00,2.3,9.4
3/24/2020,38,21.5,54.5,0.00,2.6,9.1
3/25/2020,37.5,22,53.5,0.00,2.4,9.1
3/26/2020,37.5,20,51.5,0.00,2.95,9.7
3/27/2020,37.5,22,56.5,0.00,2.3,6.7
3/28/2020,38,23,62,0.00,2.3,8.5
3/29/2020,38,22.5,59.5,0.00,2.5,9.5
3/30/2020,38,23,67,16.20,1.95,8.3
3/31/2020,37,18.5,77.5,0.00,2.6,9.3
4/1/2020,37,20,65.5,0.00,1.39,7.5
4/2/2020,38.5,21.5,62,0.00,2.25,10
4/3/2020,38,23.5,65.5,0.00,2.48,9.9
4/4/2020,36,23,78.5,0.00,1.45,5.5
4/5/2020,38.5,18,65.5,0.00,2.23,10.3
4/6/2020,37.5,23,65.5,0.00,2.26,9.5
4/7/2020,39.5,22.5,65.5,0.00,2.53,9.5
4/8/2020,40,23,63.5,15.80,1.9,8.9
4/9/2020,38.5,22.5,80,0.00,1.2,6.4
4/10/2020,37,23.5,72.5,7.30,1.7,7.8
4/11/2020,36,23,67.5,0.00,1.7,8.5
4/12/2020,37.5,24,66.5,0.00,2,8
4/13/2020,37,21.5,75.5,51.00,1.8,6.3
4/14/2020,35.5,23.5,90,27.70,0.95,5
4/15/2020,34.5,23.5,87,3.70,1.05,6.2
4/16/2020,36,24,76,0.80,1.53,6.7
4/17/2020,35.5,24,79,0.00,1.3,6.7
4/18/2020,35.5,24,79,0.50,1.3,7
4/19/2020,36,23.5,79,9.50,1.6,6.4
4/20/2020,35.5,23.5,77.5,0.00,1.9,7.1
4/21/2020,36.5,23.5,76,33.30,1.7,8.1
4/22/2020,33,23.5,75.5,5.50,1.2,2.4
4/23/2020,36.5,22.5,76.5,99.00,1.4,7.1
4/24/2020,36,23.5,76.5,0.00,1,5.9
4/25/2020,38,23,76.5,16.20,1.5,7.6
4/26/2020,36,24,78,0.00,1.5,7.6
4/27/2020,38,24,70,0.00,1.1,8.6
4/28/2020,35.5,25,77.5,1.90,1.2,3.1
4/29/2020,38,24.5,73,0.00,2.1,6.9
4/30/2020,35,23,83.5,5.00,0.96,4.6
5/1/2020,35.5,23,90,6.10,0.84,6.3
5/2/2020,37.5,23.5,77.5,0.00,1.27,8
5/3/2020,37.5,24,77.5,21.70,1.59,8.1
5/4/2020,35.5,23.5,85,5.20,1.28,6
5/5/2020,26.5,23,80,0.20,1.26,5
5/6/2020,30.5,22.5,86.5,0.00,0.78,1.3
5/7/2020,34.5,23.5,81.5,0.00,2.65,6.3
5/8/2020,35.5,24,74,0.00,2.6,7.7
5/9/2020,36,24,78.5,0.00,1.5,6.6
5/10/2020,36.5,24,82,0.00,1.4,7
5/11/2020,31,24,85,0.00,1.3,0.8
5/12/2020,36.5,23.5,76,74.50,1.4,7.6
5/13/2020,35,24.5,85.5,39.00,1,3
5/14/2020,35,23.5,92.5,9.30,0.7,5
5/15/2020,30.5,25,76,0.00,4.7,7.9
5/16/2020,33.5,26,82,0.00,4,0.2
5/17/2020,34.5,24.5,75.5,19.00,2.5,2.9
5/18/2020,32.5,25,82,1.70,5.3,2
5/19/2020,30,24,89,8.60,5.1,0
5/20/2020,34.5,25,70,1.40,4.1,9.8
5/21/2020,34.5,24.5,79,1.80,5.2,8.8
5/22/2020,31.5,24.5,77,0.00,2.7,2.7
5/23/2020,36,24,71,0.00,3.48,5.2
5/24/2020,35,25,77,0.00,3.5,4.9
5/25/2020,35,25,77.5,0.00,3,3.8
5/26/2020,36,24.5,75.5,1.00,2.4,6.6
5/27/2020,33.5,24,85,0.00,1.6,1.9
5/28/2020,33.5,24.5,78,1.50,4.5,8.1
5/29/2020,33,23.5,76.5,0.00,3.4,6.9
5/30/2020,35,23.5,66.5,0.00,3.3,9.3
5/31/2020,35,23,70.5,0.00,3.1,10.1
6/1/2020,35,22,65,0.00,3.1,10.1
6/2/2020,35.5,22,66.5,0.00,2.7,9.9
6/3/2020,35,20.5,60.5,0.00,2.6,5.2
6/4/2020,36,22,68.5,0.00,2.46,9.1
6/5/2020,34.5,22.5,66.5,0.00,3.4,9.9
6/6/2020,32,24,76.5,1.10,3.67,6.7
6/7/2020,33.5,24,78,0.00,3.9,2.1
6/8/2020,33.5,24,67.5,0.70,2.6,6.8
6/9/2020,36.5,24.5,68,0.00,2.95,9.9
6/10/2020,35.5,24.5,72.5,0.00,2.73,8.1
6/11/2020,35,23.5,65,0.00,3.8,8
6/12/2020,35,23.5,72,0.00,2.4,9.9
6/13/2020,36,25.5,64.5,0.00,5.5,10
6/14/2020,34.5,26,66,0.00,8.2,9.7
6/15/2020,35.5,24,60,0.00,5.1,9.5
6/16/2020,34,24,68,0.00,2.23,5.2
6/17/2020,35,23,71.5,0.00,2.46,7
6/18/2020,36,25.5,62,0.00,6.42,9.9
6/19/2020,34.5,26,63.5,0.00,8.2,8.1
6/20/2020,35,27,60.5,0.00,6.15,6.9
6/21/2020,33,27,76.5,0.00,7.4,4.3
6/22/2020,36,27,61,0.00,7.28,9.8
6/23/2020,34,26,66.5,0.00,3.93,2.6
6/24/2020,36,24,64,1.20,3.65,6.6
6/25/2020,35,23.5,81,7.50,2.02,2.7
6/26/2020,31.5,23.5,82,3.60,2.24,1.1
6/27/2020,34.5,23.5,66.5,0.00,5.2,8.8
6/28/2020,35,24,65.5,0.00,3.8,9.6
6/29/2020,35,24,70.5,0.00,3.3,7.5
6/30/2020,32.5,24.5,74.5,0.00,1.9,3.4
7/1/2020,35,23.5,72,0.00,2.2,7
7/2/2020,35.5,24,67.5,0.00,3.61,9.5
7/3/2020,34,24.5,67,0.00,4.75,3.4
7/4/2020,34.5,23,69,0.00,2.28,7.9
7/5/2020,36.5,23,57.5,0.00,3.45,9.7
7/6/2020,34,24,67,0.00,4.48,6.3
7/7/2020,36,26.5,65,0.00,7.4,9.8
7/8/2020,35,24,62.5,0.00,2.3,2.9
7/9/2020,36.5,23.5,81.5,10.80,1.8,5.5
7/10/2020,36.5,23.5,80.5,0.00,2.2,3.9
7/11/2020,33,23,74.5,0.00,2.5,2.5
7/12/2020,34,23.5,65.5,0.00,3.6,6.4
7/13/2020,36,23,69.5,0.00,3.4,7.6
7/14/2020,37.5,24,65,0.00,3.1,9.8
7/15/2020,35,24,78,0.80,3.4,5.7
7/16/2020,34,25,77.5,0.00,8.6,2.8
7/17/2020,34.5,23.5,68.5,0.00,4.7,6.3
7/18/2020,37.5,22.5,63.5,31.50,1.6,5.9
7/19/2020,35,24,78.5,0.00,1.2,6.5
7/20/2020,28,22,79,9.90,1.8,1.6
7/21/2020,34,22.5,76,0.00,1.8,7
7/22/2020,33,22,90,5.70,1.5,4.3
7/23/2020,33,23,84.5,0.90,3.5,6
7/24/2020,34.5,23,71.5,0.00,4.1,7.4
7/25/2020,32,24,79.5,5.10,3.9,1.9
7/26/2020,30.5,25.5,79.5,0.00,5.5,0.2
7/27/2020,33,25,67,0.00,4.6,1.1
7/28/2020,30,24.5,77.5,0.00,4.1,0.5
7/29/2020,33.5,24.5,75,0.00,6,7.9
7/30/2020,34.5,23.5,67.5,0.00,3.6,7.2
7/31/2020,34,24,66,0.00,3.4,9
8/1/2020,31,24,78,8.00,1.9,1.5
